district_id,district_name,winner,winner_party,confidence,confidence_score,analysis_summary,key_factors,candidate_rankings
ibaraki-6,茨城県第6区,国光文乃,ldp,medium,0.6,多候補乱立の中で国光氏28%、青山氏25%の接戦。SNSでは国光氏が最も高い関心と支持を獲得している。堀越氏20%も環境政策で一定の支持を得ているが、票が分散することでLDPに有利な状況。青山氏の現職票と地元密着も侮れないが、組織票の差が最終的に決定要因となりそう。,"[""多候補での票分散"", ""組織票の優位性"", ""現職青山氏の地元票""]","[{""rank"": 1, ""name"": ""国光文乃"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""青山大人"", ""party_id"": ""independent""}, {""rank"": 3, ""name"": ""堀越麻紀"", ""party_id"": ""sansei""}, {""rank"": 4, ""name"": ""稲葉英樹"", ""party_id"": ""jcp""}, {""rank"": 5, ""name"": ""中村吉男"", ""party_id"": ""independent""}]"
ibaraki-7,茨城県第7区,永岡桂子,ldp,medium,0.7,永岡氏45%、中村氏40%の接戦だが、SNSでも永岡氏への支持が安定している。当選7回の経験と女性活躍・教育政策での実績が評価されている。中村氏も独立系として改革派をアピールしているが、組織票と知名度の差が影響。福祉施設訪問など地道な活動も奏功し、最終的には永岡氏が逃げ切る見込み。,"[""現職の実績と知名度"", ""組織票の安定性"", ""女性・教育政策評価""]","[{""rank"": 1, ""name"": ""永岡桂子"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""中村勇太"", ""party_id"": ""independent""}]"
tochigi-1,栃木県第1区,船田元,ldp,medium,0.65,14期のベテラン現職船田元氏がSNS上で最高の言及量と比較的良好なセンチメントを獲得している。ニュース分析では具体的な情報が不足しているものの、SNS分析では「地元インフラ」「安定政治」への支持が見られる。参政党の大森紀明氏、中道改革連合の小池篤史氏が中程度の注目を集めるが、現職の経験と組織力が優位と判断される。,"[""現職の圧倒的経験値"", ""SNS上での高い言及量"", ""地元インフラ整備への評価""]","[{""rank"": 1, ""name"": ""船田元"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""大森紀明"", ""party_id"": ""sansei""}, {""rank"": 3, ""name"": ""小池篤史"", ""party_id"": ""chudo""}]"
tochigi-2,栃木県第2区,福田昭夫,chudo,medium,0.68,7期の現職福田昭夫氏がSNS上で最高の言及量と良好なセンチメント（正38%）を獲得。地域振興と教育政策への評価が高い。自民党の五十嵐清現職も一定の支持を得ているが、福田氏の長期在職による地盤の強さと、SNS上での「地域振興」への評価が決定要因となっている。参政党の藤田久美氏は新人で言及量が限定的。,"[""現職の長期在職による地盤"", ""地域振興政策への評価"", ""教育政策への関心""]","[{""rank"": 1, ""name"": ""福田昭夫"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""五十嵐清"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""藤田久美"", ""party_id"": ""sansei""}]"
tochigi-3,栃木県第3区,簗和生,ldp,high,0.75,5期現職の簗和生氏がSNS上で高い言及量と最良のセンチメント（正42%、負18%）を記録。農業支援と地域経済への取り組みが高く評価されている。中道改革連合の伊賀央氏も中程度の注目を集めるが、現職の実績と農業地帯での支持基盤が決定的優位となっている。SNS上の「現職への支持が比較的強い」という評価と一致。,"[""農業支援への実績評価"", ""現職としての安定感"", ""地域経済政策への支持""]","[{""rank"": 1, ""name"": ""簗和生"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""伊賀央"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""渡辺真太朗"", ""party_id"": ""independent""}]"
tochigi-4,栃木県第4区,藤岡隆雄,chudo,low,0.55,最も激戦の選挙区。ニュース分析では自民党の組織力強化が報告される一方、SNS分析では現職藤岡隆雄氏が最高のセンチメント（正40%）を獲得。藤岡氏の「ギリギリの戦い」発言は危機感の表れだが、環境問題への関心の高まりと地域活性化への実績が支持につながっている。自民新人石坂太氏との一騎打ちで、最終盤まで予断を許さない。,"[""環境政策への関心の高まり"", ""現職の実績評価"", ""自民党の組織力投入""]","[{""rank"": 1, ""name"": ""藤岡隆雄"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""石坂太"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""野口智子"", ""party_id"": ""sansei""}]"
tochigi-5,栃木県第5区,茂木敏充,ldp,high,0.85,11期の現職外務大臣茂木敏充氏が圧倒的優位。SNS上で最高の言及量と良好なセンチメント（正45%）を獲得し、外交政策と経済成長への評価が際立つ。ニュース分析でも「組織力と知名度で優位性を保つ」と評価されている。国民民主党の寺田和史氏が中程度の注目を集めるが、現職大臣の知名度と実績の差は大きく、安定的な勝利が予想される。,"[""現職外務大臣の知名度"", ""外交政策への評価"", ""圧倒的な組織力""]","[{""rank"": 1, ""name"": ""茂木敏充"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""寺田和史"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""岡村恵子"", ""party_id"": ""jcp""}]"
gunma-1,群馬県第1区,中曽根康隆,ldp,high,0.85,世論調査で中曽根氏52%と他候補に大差をつけ、SNSでも高い言及量と最高の好感度を示している。現職3期の安定基盤に加え、地元経済活性化という具体的政策で支持拡大。野党は店橋氏（共産）と河村氏（中道）で票が分散し、組織力でも劣勢。政治家一族としての知名度と保守地盤での安定支持により当選確実。,"[""現職優位と知名度"", ""野党分裂による票分散"", ""地元経済政策への評価""]","[{""rank"": 1, ""name"": ""中曽根康隆"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""河村正剛"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""店橋世津子"", ""party_id"": ""jcp""}]"
gunma-2,群馬県第2区,井野俊郎,ldp,medium,0.65,世論調査では井野氏38%、原氏32%の僅差だが、多候補乱立が井野氏に有利。SNSでも井野氏が最高の好感度を維持。石関氏の無所属票12%、共産票も一定数あり、野党票分散が継続。現職5期の組織力と地元インフラ整備実績が支持基盤となっているが、原氏の野党共闘次第では逆転の可能性も残る接戦。,"[""多候補による野党票分散"", ""現職の組織力優位"", ""野党共闘の成否""]","[{""rank"": 1, ""name"": ""井野俊郎"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""原和隆"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""石関貴史"", ""party_id"": ""independent""}]"
gunma-3,群馬県第3区,笹川博義,ldp,low,0.52,世論調査では笹川氏45%、長谷川氏42%と僅差の激戦。SNSでも笹川氏がやや優位だが差は小さい。現職同士の対決で両者とも一定の実績を持つ。自動車産業支援と農業政策が争点となり、邑楽郡の農家票が勝敗の鍵。長谷川氏の現職実績と脱炭素政策への関心も高く、最後まで予断を許さない状況。投票率や無党派層の動向が結果を左右する。,"[""現職同士の接戦"", ""農家票の帰趨"", ""自動車産業政策の評価""]","[{""rank"": 1, ""name"": ""笹川博義"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""長谷川嘉一"", ""party_id"": ""chudo""}]"
gunma-4,群馬県第4区,福田達夫,ldp,high,0.88,世論調査で福田氏55%と圧倒的優位を示し、SNSでも最高の好感度と言及量を獲得。現職5期の盤石な基盤に加え、地元防災対策や河川改修などの具体的公約が支持を集める。野党4候補で票が完全分散し、最大の山田氏でも25%にとどまる。伊勢崎市での安定支持と組織票により当選確実。野党の分裂状況では対抗困難。,"[""現職の圧倒的優位"", ""野党の完全分裂"", ""地元密着の政策実績""]","[{""rank"": 1, ""name"": ""福田達夫"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""山田博規"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""伊藤達也"", ""party_id"": ""jcp""}]"
gunma-5,群馬県第5区,小渕優子,ldp,high,0.95,世論調査で小渕氏68%と木暮氏25%に圧倒的差をつけ、SNSでも最高の好感度0.6を記録。現職9期の豊富な政治経験と閣僚経験、小渕家の政治的遺産が強力な支持基盤となっている。地元学校訪問や奨学金拡大など具体的な子育て支援策も評価が高い。木暮氏の新人候補では対抗困難で、小渕氏の圧勝が確実視される状況。,"[""政治家一族の圧倒的知名度"", ""閣僚経験と政治実績"", ""子育て支援政策への評価""]","[{""rank"": 1, ""name"": ""小渕優子"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""木暮智貴"", ""party_id"": ""sansei""}]"
saitama-1,埼玉県第1区,村井英樹,ldp,medium,0.65,情報ソース1では具体的な世論調査データが不足していたが、情報ソース2のSNS分析では村井英樹への言及量が高く、ポジティブな感情が45%と最も高い。現職としての経験と経済政策への注目が支持につながっている。武正公一は当選回数では上回るが、SNSでのネガティブ感情が40%と高く、苦戦が予想される。,"[""現職の実績"", ""経済政策への評価"", ""SNS上の支持動向""]","[{""rank"": 1, ""name"": ""村井英樹"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""武正公一"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""羽田一樹"", ""party_id"": ""independent""}, {""rank"": 4, ""name"": ""菅又士廊"", ""party_id"": ""sansei""}]"
saitama-2,埼玉県第2区,新藤義孝,ldp,medium,0.7,新藤義孝は当選9回の豊富な経験を持ち、SNS分析でもポジティブ感情が50%と最も高く、言及量も多い。安全保障と経済成長への取り組みが評価されている。高橋英明（維新）も一定の支持を得ているが、行政改革への期待と現実のギャップがネガティブ評価につながっている。川口市という都市部の特性も新藤に有利に働いている。,"[""豊富な政治経験"", ""安全保障政策"", ""都市部での知名度""]","[{""rank"": 1, ""name"": ""新藤義孝"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""高橋英明"", ""party_id"": ""ishin""}, {""rank"": 3, ""name"": ""細谷勇人"", ""party_id"": ""dpfp""}, {""rank"": 4, ""name"": ""菅野静華"", ""party_id"": ""sansei""}]"
saitama-3,埼玉県第3区,黄川田仁志,ldp,low,0.55,黄川田仁志と竹内千春の接戦が予想される。SNS分析では黄川田のポジティブ感情がやや上回るものの、竹内も当選1回ながら一定の支持を獲得している。インフラ整備への期待と子育て支援政策への関心が分かれており、草加市・越谷市の有権者の政策優先度によって結果が左右される可能性が高い。,"[""インフラ vs 子育て支援"", ""現職間の経験差"", ""地域の政策ニーズ""]","[{""rank"": 1, ""name"": ""黄川田仁志"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""竹内千春"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""中村尚子"", ""party_id"": ""sansei""}]"
saitama-4,埼玉県第4区,穂坂泰,ldp,medium,0.68,穂坂泰はSNS分析で最も高い支持を示しており、朝霞・志木・新座・和光の4市での知名度と実績が評価されている。岸田光広は現職ながら医療政策で苦戦しており、SNSでのネガティブ感情が40%と高い。経済振興と地域安全への取り組みが穂坂への支持につながっており、複数候補による票の分散も穂坂に有利に働いている。,"[""現職としての実績"", ""経済政策への信頼"", ""多候補による票の分散""]","[{""rank"": 1, ""name"": ""穂坂泰"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""岸田光広"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""伊勢田享子"", ""party_id"": ""ishin""}, {""rank"": 4, ""name"": ""工藤薫"", ""party_id"": ""jcp""}]"
saitama-5,埼玉県第5区,枝野幸男,chudo,high,0.85,枝野幸男は当選11回の豊富な経験と全国的な知名度を持ち、SNS分析でも圧倒的な支持を示している。ポジティブ感情が55%と非常に高く、憲法問題や社会保障政策での明確なスタンスが支持者に響いている。井原隆は新人ながら健闘しているが、枝野の地盤の強さには及ばない。さいたま市の中心部という立地も枝野に有利に働いている。,"[""圧倒的な知名度と経験"", ""憲法・社会保障への明確なスタンス"", ""強固な地盤""]","[{""rank"": 1, ""name"": ""枝野幸男"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""井原隆"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""飯塚佳佑"", ""party_id"": ""sansei""}]"
saitama-6,埼玉県第6区,大島敦,chudo,medium,0.72,大島敦は当選9回の豊富な経験を活かし、労働政策と地域福祉で高い評価を得ている。SNS分析では言及量が高く、ポジティブ感情も50%と良好だ。尾花瑛仁は新人ながら一定の支持があるが、大島の地盤の強さには及ばない。5人の候補者による激戦だが、大島の知名度と実績が決定的な要因となっている。,"[""豊富な政治経験"", ""労働政策への評価"", ""地域福祉への取り組み""]","[{""rank"": 1, ""name"": ""大島敦"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""尾花瑛仁"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""津田賢伯"", ""party_id"": ""ishin""}, {""rank"": 4, ""name"": ""長島美子"", ""party_id"": ""sansei""}, {""rank"": 5, ""name"": ""秋山もえ"", ""party_id"": ""jcp""}]"
